"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061412","positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061413","regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061414","positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061415","negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061420","regulation of transcription from RNA polymerase II promoter in response to biotin starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061421","positive regulation of transcription by oleic acid"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061429","positive regulation of transcription from RNA polymerase II promoter by oleic acid"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061431","cellular response to methionine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061433","cellular response to caloric restriction"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061771","response to caloric restriction"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061959","response to (R)-carnitine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061984","catabolite repression"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061985","carbon catabolite repression"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0061987","negative regulation of transcription from RNA polymerase II promoter by glucose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0070561","vitamin D receptor signaling pathway"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0070562","regulation of vitamin D receptor signaling pathway"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0070563","negative regulation of vitamin D receptor signaling pathway"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0070564","positive regulation of vitamin D receptor signaling pathway"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0070781","response to biotin"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071231","cellular response to folic acid"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071240","cellular response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071262","regulation of translational initiation in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071263","negative regulation of translational initiation in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071264","positive regulation of translational initiation in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071295","cellular response to vitamin"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071296","cellular response to biotin"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071297","cellular response to cobalamin"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071298","cellular response to L-ascorbic acid"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071299","cellular response to vitamin A"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071301","cellular response to vitamin B1"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071302","cellular response to vitamin B2"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071303","cellular response to vitamin B3"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071304","cellular response to vitamin B6"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071305","cellular response to vitamin D"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071306","cellular response to vitamin E"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071307","cellular response to vitamin K"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071309","cellular response to phylloquinone"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071318","cellular response to ATP"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071452","cellular response to singlet oxygen"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0071935","octopamine signaling pathway involved in response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0072732","cellular response to calcium ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0080029","cellular response to boron-containing substance levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0080040","positive regulation of cellular response to phosphate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0080169","cellular response to boron-containing substance deprivation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090293","nitrogen catabolite regulation of transcription"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090294","nitrogen catabolite activation of transcription"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090295","nitrogen catabolite repression of transcription"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090375","negative regulation of transcription from RNA polymerase II promoter in response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090548","response to nitrate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090549","response to carbon starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090550","response to molybdenum starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090551","response to manganese starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090649","response to oxygen-glucose deprivation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0090650","cellular response to oxygen-glucose deprivation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0097385","programmed necrotic cell death in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0106167","extracellular ATP signaling"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0110013","positive regulation of aggregation involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0110014","negative regulation of aggregation involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0120126","response to copper ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0120127","response to zinc ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0140255","regulation of cellular response to phosphate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0140256","negative regulation of cellular response to phosphate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1900434","regulation of filamentous growth of a population of unicellular organisms in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1900436","positive regulation of filamentous growth of a population of unicellular organisms in response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1901481","L-glutamate import involved in cellular response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1901482","L-lysine import into vacuole involved in cellular response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1901966","regulation of cellular response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1901967","negative regulation of cellular response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1902065","response to L-glutamate"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903574","negative regulation of cellular response to amino acid starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903576","response to L-arginine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903577","cellular response to L-arginine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903693","regulation of mitotic G1 cell cycle arrest in response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903694","positive regulation of mitotic G1 cell cycle arrest in response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903832","regulation of cellular response to amino acid starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1903833","positive regulation of cellular response to amino acid starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1904547","regulation of cellular response to glucose starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1904844","response to L-glutamine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1904845","cellular response to L-glutamine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1905232","cellular response to L-glutamate"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1905287","positive regulation of G2/M transition of mitotic cell cycle involved in cellular response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1905429","response to glycine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1905430","cellular response to glycine"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1990253","cellular response to leucine starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1990263","spore wall assembly MAPK cascade"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1990383","cellular response to biotin starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1990641","response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:1990928","response to amino acid starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:2000139","regulation of octopamine signaling pathway involved in response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:2000140","negative regulation of octopamine signaling pathway involved in response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:2000141","positive regulation of octopamine signaling pathway involved in response to food"
"GO:0009594","Nutrient signalling","detection of nutrient","GO:0031318","detection of folic acid"
"GO:0048009","Nutrient signalling","IGF receptor signaling pathway","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway"
"GO:0048009","Nutrient signalling","IGF receptor signaling pathway","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway"
"GO:0048009","Nutrient signalling","IGF receptor signaling pathway","GO:0043569","negative regulation of insulin-like growth factor receptor signaling pathway"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:0032042","mitochondrial DNA metabolic process"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:0032043","mitochondrial DNA catabolic process"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:0033955","mitochondrial DNA inheritance"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:0043504","mitochondrial DNA repair"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:0110166","DNA synthesis involved in mitochondrial DNA replication"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:1901858","regulation of mitochondrial DNA metabolic process"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:1901859","negative regulation of mitochondrial DNA metabolic process"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:1901860","positive regulation of mitochondrial DNA metabolic process"
"GO:0000002","Mitochondrial genome maintenance","mitochondrial genome maintenance","GO:1905951","mitochondrion DNA recombination"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0006306","DNA methylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0010424","DNA methylation on cytosine within a CG sequence"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0010425","DNA methylation on cytosine within a CNG sequence"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0010426","DNA methylation on cytosine within a CHH sequence"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0032775","DNA methylation on adenine"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0032776","DNA methylation on cytosine"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0035511","oxidative DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0035512","hydrolytic DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0035552","oxidative single-stranded DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0043045","DNA methylation involved in embryo development"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0043046","DNA methylation involved in gamete generation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044026","DNA hypermethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044027","hypermethylation of CpG island"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044028","DNA hypomethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044029","hypomethylation of CpG island"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044030","regulation of DNA methylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044725","chromatin reprogramming in the zygote"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044726","protection of DNA demethylation of female pronucleus"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0044727","DNA demethylation of male pronucleus"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0080111","DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0090116","C-5 methylation of cytosine"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:0090124","N-4 methylation of cytosine"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1901535","regulation of DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1901536","negative regulation of DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1901537","positive regulation of DNA demethylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1901538","changes to DNA methylation involved in embryo development"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1905642","negative regulation of DNA methylation"
"GO:0044728","Epigenetic alteration","DNA methylation or demethylation","GO:1905643","positive regulation of DNA methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0000412","histone peptidyl-prolyl isomerization"
"GO:0016570","Epigenetic alteration","histone modification","GO:0000414","regulation of histone H3-K36 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0000415","negative regulation of histone H3-K36 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0000416","positive regulation of histone H3-K36 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0010390","histone monoubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0010452","histone H3-K36 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016571","histone methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016572","histone phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016573","histone acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016574","histone ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016575","histone deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016576","histone dephosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016577","histone demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0016578","histone deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031056","regulation of histone modification"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031057","negative regulation of histone modification"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031058","positive regulation of histone modification"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031059","histone deacetylation at centromere"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031060","regulation of histone methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031061","negative regulation of histone methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031062","positive regulation of histone methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031063","regulation of histone deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031064","negative regulation of histone deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031065","positive regulation of histone deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031066","regulation of histone deacetylation at centromere"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031067","negative regulation of histone deacetylation at centromere"
"GO:0016570","Epigenetic alteration","histone modification","GO:0031068","positive regulation of histone deacetylation at centromere"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033127","regulation of histone phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033128","negative regulation of histone phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033129","positive regulation of histone phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033169","histone H3-K9 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033182","regulation of histone ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033183","negative regulation of histone ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033184","positive regulation of histone ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033522","histone H2A ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0033523","histone H2B ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034720","histone H3-K4 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034721","histone H3-K4 demethylation, trimethyl-H3-K4-specific"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034729","histone H3-K79 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034770","histone H4-K20 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034771","histone H4-K20 monomethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034772","histone H4-K20 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034773","histone H4-K20 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034968","histone lysine methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034969","histone arginine methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034970","histone H3-R2 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034971","histone H3-R17 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0034972","histone H3-R26 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035065","regulation of histone acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035066","positive regulation of histone acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035067","negative regulation of histone acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035404","histone-serine phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035405","histone-threonine phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035406","histone-tyrosine phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035407","histone H3-T11 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035408","histone H3-T6 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035409","histone H3-Y41 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035518","histone H2A monoubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035521","monoubiquitinated histone deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035522","monoubiquitinated histone H2A deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035574","histone H4-K20 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035616","histone H2B conserved C-terminal lysine deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0035978","histone H2A-S139 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036123","histone H3-K9 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036124","histone H3-K9 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036351","histone H2A-K13 ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036352","histone H2A-K15 ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036353","histone H2A-K119 monoubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036413","histone H3-R26 citrullination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0036414","histone citrullination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043966","histone H3 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043967","histone H4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043968","histone H2A acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043969","histone H2B acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043970","histone H3-K9 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043971","histone H3-K18 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043972","histone H3-K23 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043973","histone H3-K4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043974","histone H3-K27 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043975","histone H3-K36 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043976","histone H3-K79 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043977","histone H2A-K5 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043978","histone H2A-K9 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043979","histone H2B-K5 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043980","histone H2B-K12 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043981","histone H4-K5 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043982","histone H4-K8 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043983","histone H4-K12 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043984","histone H4-K16 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043985","histone H4-R3 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043987","histone H3-S10 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043988","histone H3-S28 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043989","histone H4-S1 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043990","histone H2A-S1 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0043991","histone H2B-S14 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0044154","histone H3-K14 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0044648","histone H3-K4 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051567","histone H3-K9 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051568","histone H3-K4 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051569","regulation of histone H3-K4 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051570","regulation of histone H3-K9 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051571","positive regulation of histone H3-K4 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051572","negative regulation of histone H3-K4 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051573","negative regulation of histone H3-K9 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0051574","positive regulation of histone H3-K9 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0061085","regulation of histone H3-K27 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0061086","negative regulation of histone H3-K27 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0061087","positive regulation of histone H3-K27 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0061647","histone H3-K9 modification"
"GO:0016570","Epigenetic alteration","histone modification","GO:0061866","negative regulation of histone H3-S10 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070076","histone lysine demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070077","histone arginine demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070078","histone H3-R2 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070079","histone H4-R3 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070510","regulation of histone H4-K20 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070511","negative regulation of histone H4-K20 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070512","positive regulation of histone H4-K20 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070535","histone H2A K63-linked ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070537","histone H2A K63-linked deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070544","histone H3-K36 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070734","histone H3-K27 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070932","histone H3 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0070933","histone H4 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071110","histone biotinylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071440","regulation of histone H3-K14 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071441","negative regulation of histone H3-K14 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071442","positive regulation of histone H3-K14 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071557","histone H3-K27 demethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071572","histone H3-K56 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0071894","histone H2B conserved C-terminal lysine ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0072355","histone H3-T3 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0072370","histone H2A-S121 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0080182","histone H3-K4 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0090239","regulation of histone H4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0090240","positive regulation of histone H4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0090241","negative regulation of histone H4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097043","histone H3-K56 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097044","histone H3-K56 acetylation in response to DNA damage"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097198","histone H3-K36 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097676","histone H3-K36 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097692","histone H3-K4 monomethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0097725","histone H3-K79 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0098532","histone H3-K27 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0106185","histone H3-K37 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0140372","histone H3 ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0140373","histone H3-K14 ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:0150166","regulation of histone H3-K4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0150167","positive regulation of histone H3-K4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:0150168","negative regulation of histone H3-K4 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900109","regulation of histone H3-K9 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900110","negative regulation of histone H3-K9 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900111","positive regulation of histone H3-K9 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900112","regulation of histone H3-K9 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900113","negative regulation of histone H3-K9 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1900114","positive regulation of histone H3-K9 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901314","regulation of histone H2A K63-linked ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901315","negative regulation of histone H2A K63-linked ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901316","positive regulation of histone H2A K63-linked ubiquitination"
